"REG_ID","Region","ORIGIN","Place of birth","VAR","Indicator","TIME","Year","Value","Flag Codes","Flags"
"UKH","East of England","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.7,,
"UKI","Greater London","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",37.4,,
"UKI","Greater London","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",10.9,,
"UKI","Greater London","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",26.5,,
"UKI","Greater London","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",51.6,,
"UKI","Greater London","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.8,,
"UKJ","South East England","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.7,,
"UKJ","South East England","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.7,,
"UKJ","South East England","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8,,
"UKJ","South East England","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",55.4,,
"UKJ","South East England","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.4,,
"UKK","South West England","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",8.3,,
"UKK","South West England","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.7,,
"UKK","South West England","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.6,,
"UKK","South West England","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",51,,
"UKK","South West England","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.1,,
"UKL","Wales","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.2,,
"UKL","Wales","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.5,,
"UKL","Wales","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.7,,
"UKL","Wales","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",52.5,,
"UKL","Wales","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",9.5,,
"UKM","Scotland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.4,,
"UKM","Scotland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.4,,
"UKM","Scotland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4,,
"UKM","Scotland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",59.7,,
"UKM","Scotland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8,,
"FR22","Picardy","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.1,,
"FR22","Picardy","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.2,,
"FR22","Picardy","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5,,
"FR22","Picardy","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.7,,
"FR22","Picardy","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",19.4,,
"FR23","Upper Normandy","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.9,,
"FR23","Upper Normandy","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.5,,
"FR23","Upper Normandy","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.4,,
"FR23","Upper Normandy","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",22.5,,
"FR23","Upper Normandy","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",25.5,,
"FR24","Centre-Val de Loire","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",8.1,,
"FR24","Centre-Val de Loire","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.9,,
"FR24","Centre-Val de Loire","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.2,,
"FR24","Centre-Val de Loire","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.1,,
"FR24","Centre-Val de Loire","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.9,,
"FR25","Lower Normandy ","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",3.3,,
"FR25","Lower Normandy ","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1,,
"FR25","Lower Normandy ","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.3,,
"FR25","Lower Normandy ","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",35,,
"FR26","Burgundy","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.8,,
"FR26","Burgundy","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.9,,
"FR26","Burgundy","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.9,,
"FR26","Burgundy","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",18.3,,
"FR26","Burgundy","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16,,
"FR30","Nord-Pas-de-Calais","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.2,,
"FR30","Nord-Pas-de-Calais","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.8,,
"FR30","Nord-Pas-de-Calais","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.4,,
"FR30","Nord-Pas-de-Calais","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29.7,,
"FR30","Nord-Pas-de-Calais","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",25.4,,
"FR41","Lorraine","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.6,,
"FR41","Lorraine","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.8,,
"FR41","Lorraine","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.9,,
"FR41","Lorraine","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",21.6,,
"FR41","Lorraine","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",19.9,,
"FR42","Alsace ","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",13,,
"FR42","Alsace ","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4,,
"FR42","Alsace ","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9,,
"FR42","Alsace ","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.7,,
"FR42","Alsace ","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.1,,
"FR43","Franche-Comté","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",8,,
"FR43","Franche-Comté","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.6,,
"FR43","Franche-Comté","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.4,,
"FR43","Franche-Comté","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",15.2,,
"FR43","Franche-Comté","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",15.4,,
"FR51","Pays de la Loire","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4.3,,
"FR51","Pays de la Loire","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1,,
"FR51","Pays de la Loire","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.3,,
"FR51","Pays de la Loire","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33.3,,
"FR51","Pays de la Loire","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",24,,
"FR52","Brittany","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4.1,,
"FR52","Brittany","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.5,,
"FR52","Brittany","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.6,,
"FR52","Brittany","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",40,,
"FR52","Brittany","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.7,,
"FR53","Poitou-Charentes","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.8,,
"FR53","Poitou-Charentes","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.5,,
"FR53","Poitou-Charentes","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.3,,
"FR53","Poitou-Charentes","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.7,,
"FR53","Poitou-Charentes","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",22.2,,
"FR61","Aquitaine","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.3,,
"FR61","Aquitaine","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.3,,
"FR61","Aquitaine","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.9,,
"FR61","Aquitaine","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.9,,
"FR61","Aquitaine","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",15,,
"FR62","Midi-Pyrénées","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11,,
"FR62","Midi-Pyrénées","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.3,,
"FR62","Midi-Pyrénées","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.7,,
"FR62","Midi-Pyrénées","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",34.2,,
"FR62","Midi-Pyrénées","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.9,,
"FR63","Limousin","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.4,,
"FR63","Limousin","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.8,,
"FR63","Limousin","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.6,,
"FR63","Limousin","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",21.8,,
"FR71","Rhône-Alpes","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.9,,
"FR71","Rhône-Alpes","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.3,,
"FR71","Rhône-Alpes","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.6,,
"FR71","Rhône-Alpes","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.2,,
"FR71","Rhône-Alpes","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.3,,
"FR72","Auvergne","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.8,,
"FR72","Auvergne","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.2,,
"FR72","Auvergne","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.6,,
"FR72","Auvergne","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",21,,
"FR72","Auvergne","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.3,,
"FR81","Languedoc-Roussillon ","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",13.5,,
"FR81","Languedoc-Roussillon ","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.9,,
"FR81","Languedoc-Roussillon ","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.6,,
"FR81","Languedoc-Roussillon ","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",26.7,,
"FR81","Languedoc-Roussillon ","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",19.7,,
"FR82","Provence-Alpes-Côte d'Azur","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",18,,
"FR82","Provence-Alpes-Côte d'Azur","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.4,,
"FR82","Provence-Alpes-Côte d'Azur","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",14.6,,
"FR82","Provence-Alpes-Côte d'Azur","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25,,
"FR82","Provence-Alpes-Côte d'Azur","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16,,
"FR83","Corsica","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9.6,,
"FR83","Corsica","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",5.5,,
"FR83","Corsica","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.1,,
"DEU","Germany","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",16.3,,
"DEU","Germany","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",22.7,,
"DEU","Germany","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.5,,
"DE1","Baden-Württemberg ","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",19.1,,
"DE1","Baden-Württemberg ","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",21.6,,
"DE1","Baden-Württemberg ","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.2,,
"UKN","Northern Ireland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.4,,
"UKN","Northern Ireland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",5.2,,
"UKN","Northern Ireland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.2,,
"UKN","Northern Ireland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33,,
"DE2","Bavaria","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",15.7,,
"DE2","Bavaria","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.8,,
"DE2","Bavaria","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.1,,
"DE3","Berlin","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",19,,
"DE3","Berlin","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",30.9,,
"DE3","Berlin","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.3,,
"DE4","Brandenburg","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.4,,
"DE4","Brandenburg","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29.5,,
"DE4","Brandenburg","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.2,,
"DE5","Bremen ","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.7,,
"DE5","Bremen ","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.1,,
"DE6","Hamburg","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33.4,,
"DE6","Hamburg","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",3.8,,
"DE7","Hesse","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32.1,,
"DE7","Hesse","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",3.7,,
"DE8","Mecklenburg-Vorpommern","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.8,,
"DE8","Mecklenburg-Vorpommern","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.6,,
"DE9","Lower Saxony ","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.1,,
"DE9","Lower Saxony ","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.1,,
"DEA","North Rhine-Westphalia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.9,,
"DEA","North Rhine-Westphalia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.7,,
"NLD","Netherlands","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33.5,,
"NLD","Netherlands","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.5,,
"NL11","Groningen","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",30.6,,
"NL11","Groningen","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.5,,
"NL12","Friesland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.6,,
"NL12","Friesland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",7.6,,
"NL13","Drenthe","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.1,,
"NL13","Drenthe","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.9,,
"NL21","Overijssel","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",31,,
"NL21","Overijssel","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.6,,
"NL22","Gelderland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32.3,,
"NL22","Gelderland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.2,,
"NL23","Flevoland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29,,
"NL23","Flevoland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.7,,
"NL31","Utrecht","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",45.4,,
"NL31","Utrecht","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.9,,
"NL32","North Holland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",40.8,,
"NL32","North Holland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6,,
"NL33","South Holland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",34.9,,
"NL33","South Holland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.8,,
"NL34","Zeeland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",23.6,,
"NL34","Zeeland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.8,,
"NL41","North Brabant","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32.3,,
"NL41","North Brabant","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.2,,
"NL42","Limburg","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.1,,
"NL42","Limburg","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.2,,
"AUT","Austria","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.7,,
"AUT","Austria","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.9,,
"AT11","Burgenland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.6,,
"AT11","Burgenland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.7,,
"AT12","Lower Austria","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.2,,
"AT12","Lower Austria","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.5,,
"AT13","Vienna","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",37.2,,
"AT13","Vienna","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.7,,
"AT21","Carinthia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.3,,
"AT21","Carinthia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.5,,
"AT22","Styria","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.5,,
"AT22","Styria","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.1,,
"AT31","Upper Austria","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",26.3,,
"AT31","Upper Austria","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",3.5,,
"AT32","Salzburg","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29,,
"AT32","Salzburg","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",2.8,,
"AT33","Tyrol","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.5,,
"AT33","Tyrol","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",2.7,,
"AT34","Vorarlberg","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.7,,
"AT34","Vorarlberg","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",3,,
"BEL","Belgium","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",37.2,,
"BEL","Belgium","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",7.4,,
"BE1","Brussels Capital Region","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",48.1,,
"BE1","Brussels Capital Region","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.6,,
"BE2","Flemish Region","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",37.3,,
"BE2","Flemish Region","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",4.2,,
"BE3","Wallonia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33.6,,
"BE3","Wallonia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",10.8,,
"DEB","Rhineland-Palatinate","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.2,,
"DEB","Rhineland-Palatinate","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",3.3,,
"DEC","Saarland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",21.8,,
"DEC","Saarland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.1,,
"DED","Saxony","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",31.5,,
"DED","Saxony","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.4,,
"DEE","Saxony-Anhalt","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.7,,
"DEE","Saxony-Anhalt","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.2,,
"DEF","Schleswig-Holstein","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.6,,
"DEF","Schleswig-Holstein","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",3.9,,
"DEG","Thuringia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29,,
"DEG","Thuringia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.8,,
"GRC","Greece","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29.1,,
"GRC","Greece","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",25.1,,
"POL","Poland","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.5,,
"POL","Poland","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.4,,
"PL11","Lodzkie","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.8,,
"PL11","Lodzkie","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.4,,
"PL12","Mazovia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",35.5,,
"PL12","Mazovia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",6.8,,
"PL21","Lesser Poland ","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",26.1,,
"PL21","Lesser Poland ","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8.3,,
"PL22","Silesia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24,,
"PL22","Silesia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",8,,
"PL31","Lublin Province ","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.7,,
"PL31","Lublin Province ","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",9.8,,
"PL32","Podkarpacia","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",23,,
"PL32","Podkarpacia","NB","Native-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13,,
"PL33","Swietokrzyskie","NB","Native-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",23.9,,
